marketValueId,instrumentId,marketValue,createdAt
105,33,852975516,30/6/2020 0:00
106,33,852975516,31/7/2020 0:00
107,33,852975516,31/8/2020 0:00
108,33,835849732.8,30/9/2020 0:00
109,33,835849732.8,31/10/2020 0:00
110,33,835849732.8,30/11/2020 0:00
111,33,835849732.8,31/12/2020 0:00
112,33,832427863.7,31/1/2021 0:00
113,33,832427863.7,28/2/2021 0:00
114,33,839184350.9,31/3/2021 0:00
115,33,839184350.9,30/4/2021 0:00
116,33,839184350.9,31/5/2021 0:00
117,33,839184350.9,30/6/2021 0:00
118,33,835418099.4,31/7/2021 0:00
119,33,835418099.4,31/8/2021 0:00
120,33,845437565.4,30/9/2021 0:00
121,33,845437565.4,31/10/2021 0:00
122,33,845437565.4,30/11/2021 0:00
123,33,845437565.4,31/12/2021 0:00
124,33,845437565.4,31/1/2022 0:00
125,33,843382040.6,28/2/2022 0:00
126,33,854643797.9,31/3/2022 0:00
127,33,854643797.9,30/4/2022 0:00
128,33,854643797.9,31/5/2022 0:00
129,33,854643797.9,30/6/2022 0:00
130,33,854643797.9,31/7/2022 0:00
131,33,854643797.9,31/8/2022 0:00
132,33,854643797.9,30/9/2022 0:00
133,199,22160000,31/1/2020 0:00
134,199,22160000,29/2/2020 0:00
135,199,9423640.43,31/3/2020 0:00
136,199,9423640.43,30/4/2020 0:00
137,199,9423640.43,31/5/2020 0:00
138,199,9423640.43,30/6/2020 0:00
139,199,9423640.43,31/7/2020 0:00
140,199,9423640.43,31/8/2020 0:00
141,199,9423640.43,30/9/2020 0:00
142,199,9423640.43,31/10/2020 0:00
143,199,9423640.43,30/11/2020 0:00
144,199,9423640.43,31/12/2020 0:00
145,199,9423640.43,31/1/2021 0:00
146,199,9423640.43,28/2/2021 0:00
147,199,7945921.19,31/3/2021 0:00
148,199,7945921.19,30/4/2021 0:00
149,199,7945921.19,31/5/2021 0:00
150,199,7945921.19,30/6/2021 0:00
151,199,7945921.19,31/7/2021 0:00
152,199,7945921.19,31/8/2021 0:00
153,199,7945921.19,30/9/2021 0:00
154,199,7945921.19,31/10/2021 0:00
155,199,7945921.19,30/11/2021 0:00
156,199,7945921.19,31/12/2021 0:00
157,199,7945921.19,31/1/2022 0:00
158,199,7945921.19,28/2/2022 0:00
159,199,8169749.96,31/3/2022 0:00
160,199,8169749.96,30/4/2022 0:00
161,199,8169749.96,31/5/2022 0:00
162,199,8169749.96,30/6/2022 0:00
163,199,8169749.96,31/7/2022 0:00
164,199,8169749.96,31/8/2022 0:00
165,199,8169749.96,30/9/2022 0:00
166,114,580092138.8,31/1/2020 0:00
167,114,580092138.8,29/2/2020 0:00
168,114,607881646.6,31/3/2020 0:00
169,114,607881646.6,30/4/2020 0:00
170,114,607881646.6,31/5/2020 0:00
171,114,607881646.6,30/6/2020 0:00
172,114,607881646.6,31/7/2020 0:00
173,114,607881646.6,31/8/2020 0:00
174,114,557487161.2,30/9/2020 0:00
175,114,557487161.2,31/10/2020 0:00
176,114,557487161.2,30/11/2020 0:00
177,114,557487161.2,31/12/2020 0:00
178,114,553081086.7,31/1/2021 0:00
179,114,553081086.7,28/2/2021 0:00
180,114,493388963.2,31/3/2021 0:00
181,114,493388963.2,30/4/2021 0:00
182,114,493388963.2,31/5/2021 0:00
183,114,493388963.2,30/6/2021 0:00
184,114,493388963.2,31/7/2021 0:00
185,114,493388963.2,31/8/2021 0:00
186,114,483940602.2,30/9/2021 0:00
187,114,483940602.2,31/10/2021 0:00
188,114,483940602.2,30/11/2021 0:00
189,114,483940602.2,31/12/2021 0:00
190,114,483940602.2,31/1/2022 0:00
191,114,483940602.2,28/2/2022 0:00
192,114,492707065.4,31/3/2022 0:00
193,114,492707065.4,30/4/2022 0:00
194,114,492707065.4,31/5/2022 0:00
195,114,492707065.4,30/6/2022 0:00
196,27,49999999.26,30/4/2020 0:00
197,27,49999999.26,31/5/2020 0:00
198,27,49999999.26,30/6/2020 0:00
199,27,49999999.26,31/7/2020 0:00
200,27,49999999.26,31/8/2020 0:00
201,27,49999999.26,30/9/2020 0:00
202,27,49999999.26,31/10/2020 0:00
203,27,49999999.26,30/11/2020 0:00
204,27,49999999.26,31/12/2020 0:00
205,27,99546207.77,31/1/2021 0:00
206,27,99546207.77,28/2/2021 0:00
207,27,261341784.3,31/3/2021 0:00
208,27,261341784.3,30/4/2021 0:00
209,27,261341784.3,31/5/2021 0:00
210,27,261341784.3,30/6/2021 0:00
211,27,261341784.3,31/7/2021 0:00
212,27,261341784.3,31/8/2021 0:00
213,27,246012464.3,30/9/2021 0:00
214,27,246012464.3,31/10/2021 0:00
215,27,246012464.3,30/11/2021 0:00
216,27,246012464.3,31/12/2021 0:00
217,27,246012464.3,31/1/2022 0:00
218,27,246012464.3,28/2/2022 0:00
219,27,179014048.8,31/3/2022 0:00
220,27,179014048.8,30/4/2022 0:00
221,27,179014048.8,31/5/2022 0:00
222,27,179014048.8,30/6/2022 0:00
223,27,179014048.8,31/7/2022 0:00
224,27,103877067.6,31/8/2022 0:00
225,27,103877067.6,30/9/2022 0:00
226,36,50000000,30/4/2020 0:00
227,36,50000000,31/5/2020 0:00
228,36,50000000,30/6/2020 0:00
229,36,50000000,31/7/2020 0:00
230,36,50000000,31/8/2020 0:00
231,36,63400495,30/9/2020 0:00
232,36,63400495,31/10/2020 0:00
233,36,63400495,30/11/2020 0:00
234,36,63400495,31/12/2020 0:00
235,36,63400495,31/1/2021 0:00
236,36,63400495,28/2/2021 0:00
237,36,85569116,31/3/2021 0:00
238,36,85569116,30/4/2021 0:00
239,36,85569116,31/5/2021 0:00
240,36,85569116,30/6/2021 0:00
241,36,90958272,31/7/2021 0:00
242,36,90958272,31/8/2021 0:00
243,36,90958272,30/9/2021 0:00
244,36,90958272,31/10/2021 0:00
245,36,90958272,30/11/2021 0:00
246,36,90958272,31/12/2021 0:00
247,36,90958272,31/1/2022 0:00
248,36,90958272,28/2/2022 0:00
249,36,105710774,31/3/2022 0:00
250,36,105710774,30/4/2022 0:00
251,36,105710774,31/5/2022 0:00
252,46,7475257615,30/6/2020 0:00
253,46,7475257615,31/7/2020 0:00
254,46,7475257615,31/8/2020 0:00
255,46,7475257615,30/9/2020 0:00
256,46,7475257615,31/10/2020 0:00
257,46,7475257615,30/11/2020 0:00
258,46,7475257615,31/12/2020 0:00
259,46,7475257615,31/1/2021 0:00
260,46,7475257615,28/2/2021 0:00
261,46,7475257615,31/3/2021 0:00
262,46,7475257615,30/4/2021 0:00
263,46,7475257615,31/5/2021 0:00
264,46,7475257615,30/6/2021 0:00
265,46,7475257615,31/7/2021 0:00
266,46,7475257615,31/8/2021 0:00
267,46,7475257615,30/9/2021 0:00
268,46,7475257615,31/10/2021 0:00
269,46,7475257615,30/11/2021 0:00
270,46,7475257615,31/12/2021 0:00
271,46,7475257615,31/1/2022 0:00
272,46,7475257615,28/2/2022 0:00
273,46,9333111245,31/3/2022 0:00
274,46,9333111245,30/4/2022 0:00
275,46,9333111245,31/5/2022 0:00
276,46,9333111245,30/6/2022 0:00
277,46,9333111245,31/7/2022 0:00
278,46,9333111245,31/8/2022 0:00
279,46,9333111245,30/9/2022 0:00
280,89,149792597.5,30/4/2020 0:00
281,89,149792597.5,31/5/2020 0:00
282,89,149792597.5,30/6/2020 0:00
283,89,149792597.5,31/7/2020 0:00
284,89,149792597.5,31/8/2020 0:00
285,89,149792597.5,30/9/2020 0:00
286,89,149792597.5,31/10/2020 0:00
287,89,149792597.5,30/11/2020 0:00
288,89,169181825.3,31/12/2020 0:00
289,89,169181825.3,31/1/2021 0:00
290,89,169181825.3,28/2/2021 0:00
291,89,211389014.8,31/3/2021 0:00
292,89,211389014.8,30/4/2021 0:00
293,89,211389014.8,31/5/2021 0:00
294,89,211389014.8,30/6/2021 0:00
295,89,211389014.8,31/7/2021 0:00
296,89,211389014.8,31/8/2021 0:00
297,89,211389014.8,30/9/2021 0:00
298,89,211389014.8,31/10/2021 0:00
299,89,211389014.8,30/11/2021 0:00
300,89,211389014.8,31/12/2021 0:00
301,89,211389014.8,31/1/2022 0:00
302,89,211389014.8,28/2/2022 0:00
303,89,274403975.2,31/3/2022 0:00
304,89,137201987.6,30/4/2022 0:00
305,89,137201987.6,31/5/2022 0:00
306,89,137201987.6,30/6/2022 0:00
307,89,137201987.6,31/7/2022 0:00
308,89,137201987.6,31/8/2022 0:00
309,89,137201987.6,30/9/2022 0:00
310,176,20000000,31/8/2020 0:00
311,176,20000000,30/9/2020 0:00
312,176,20000000,31/10/2020 0:00
313,176,20000000,30/11/2020 0:00
314,176,20000000,31/12/2020 0:00
315,176,20000000,31/1/2021 0:00
316,176,20000000,28/2/2021 0:00
317,176,31563498,31/3/2021 0:00
318,176,31563498,30/4/2021 0:00
319,176,31563498,31/5/2021 0:00
320,176,31563498,30/6/2021 0:00
321,176,31563498,31/7/2021 0:00
322,176,31563498,31/8/2021 0:00
323,176,31563498,30/9/2021 0:00
324,176,31563498,31/10/2021 0:00
325,176,31563498,30/11/2021 0:00
326,176,31563498,31/12/2021 0:00
327,176,31563498,31/1/2022 0:00
328,176,31563498,28/2/2022 0:00
329,176,72000000,31/3/2022 0:00
330,176,72000000,30/4/2022 0:00
331,176,72000000,31/5/2022 0:00
332,176,72000000,30/6/2022 0:00
333,176,72000000,31/7/2022 0:00
334,176,72000000,31/8/2022 0:00
335,176,72000000,30/9/2022 0:00
336,37,12739491.42,31/1/2020 0:00
337,37,12739491.42,29/2/2020 0:00
338,37,7752184.29,31/3/2020 0:00
339,37,7752184.29,30/4/2020 0:00
340,37,7752184.29,31/5/2020 0:00
341,37,7752184.29,30/6/2020 0:00
342,37,7752184.29,31/7/2020 0:00
343,37,7752184.29,31/8/2020 0:00
344,37,7752184.29,30/9/2020 0:00
345,37,7752184.29,31/10/2020 0:00
346,37,22374306.39,30/11/2020 0:00
347,37,22374306.39,31/12/2020 0:00
348,37,22374306.39,31/1/2021 0:00
349,37,22374306.39,28/2/2021 0:00
350,37,8240742.6,31/3/2021 0:00
351,37,8240742.6,30/4/2021 0:00
352,37,19820453.37,31/5/2021 0:00
353,37,19820453.37,30/6/2021 0:00
354,37,19820453.37,31/7/2021 0:00
355,37,13804639.23,31/8/2021 0:00
356,37,8240742.6,30/9/2021 0:00
357,37,8240742.6,31/10/2021 0:00
358,37,8240742.6,30/11/2021 0:00
359,37,8240742.6,31/12/2021 0:00
360,37,8240742.6,31/1/2022 0:00
361,37,8240742.6,28/2/2022 0:00
362,37,9847687.41,31/3/2022 0:00
363,37,9847687.41,30/4/2022 0:00
364,37,9847687.41,31/5/2022 0:00
365,37,9847687.41,30/6/2022 0:00
366,37,9847687.41,31/7/2022 0:00
367,37,9847687.41,31/8/2022 0:00
368,37,9847687.41,30/9/2022 0:00
369,15,24935398.4,31/1/2020 0:00
370,15,24935398.4,29/2/2020 0:00
371,15,24934028.7,31/3/2020 0:00
372,15,24934028.7,30/4/2020 0:00
373,15,24934028.7,31/5/2020 0:00
374,15,24934028.7,30/6/2020 0:00
375,15,24902821.99,31/7/2020 0:00
376,15,24902821.99,31/8/2020 0:00
377,15,24902821.99,30/9/2020 0:00
378,15,24902821.99,31/10/2020 0:00
379,15,24902821.99,30/11/2020 0:00
380,15,24902821.99,31/12/2020 0:00
381,15,24896672.73,31/1/2021 0:00
382,15,24896672.73,28/2/2021 0:00
383,15,24895751.92,31/3/2021 0:00
384,15,24895751.92,30/4/2021 0:00
385,15,24895751.92,31/5/2021 0:00
386,15,24895751.92,30/6/2021 0:00
387,15,40608406.52,31/7/2021 0:00
388,15,40608406.52,31/8/2021 0:00
389,15,40608406.52,30/9/2021 0:00
390,15,40608406.52,31/10/2021 0:00
391,15,50745793.23,30/11/2021 0:00
392,15,50745793.23,31/12/2021 0:00
393,15,50745793.23,31/1/2022 0:00
394,15,50722623.44,28/2/2022 0:00
395,15,50784726.08,31/3/2022 0:00
396,15,50784726.08,30/4/2022 0:00
397,15,50784726.08,31/5/2022 0:00
398,15,50784726.08,30/6/2022 0:00
399,15,50784726.08,31/7/2022 0:00
400,15,50777100.65,31/8/2022 0:00
401,15,50777100.65,30/9/2022 0:00
402,29,8226527,31/1/2020 0:00
403,29,12523654,29/2/2020 0:00
404,29,31401551,31/3/2020 0:00
405,29,31401551,30/4/2020 0:00
406,29,28375643,31/5/2020 0:00
407,29,26416168,30/6/2020 0:00
408,29,26416168,31/7/2020 0:00
409,29,26974335,31/8/2020 0:00
410,29,26974335,30/9/2020 0:00
411,29,24061794,31/10/2020 0:00
412,29,24061794,30/11/2020 0:00
413,29,30318165,31/12/2020 0:00
414,29,30318165,31/1/2021 0:00
415,29,30318165,28/2/2021 0:00
416,29,41735074,31/3/2021 0:00
417,29,38803917,30/4/2021 0:00
418,29,38803917,31/5/2021 0:00
419,29,38803917,30/6/2021 0:00
420,29,38803917,31/7/2021 0:00
421,29,45201800,31/8/2021 0:00
422,29,57243911,30/9/2021 0:00
423,29,57243911,31/10/2021 0:00
424,29,64345166,30/11/2021 0:00
425,29,76027811,31/12/2021 0:00
426,29,73781148,31/1/2022 0:00
427,29,81681857,28/2/2022 0:00
428,29,82236481,31/3/2022 0:00
429,29,82236481,30/4/2022 0:00
430,29,82236481,31/5/2022 0:00
431,29,84045432,30/6/2022 0:00
432,29,84045432,31/7/2022 0:00
433,29,79915130,31/8/2022 0:00
434,29,79915130,30/9/2022 0:00
435,180,15000105,31/5/2020 0:00
436,180,15000105,30/6/2020 0:00
437,180,15005205,31/7/2020 0:00
438,180,15005205,31/8/2020 0:00
439,180,15005519.47,30/9/2020 0:00
440,180,15005519.47,31/10/2020 0:00
441,180,15005519.47,30/11/2020 0:00
442,180,15005519.47,31/12/2020 0:00
443,180,15005519.47,31/1/2021 0:00
444,180,15005519.47,28/2/2021 0:00
445,180,15005519.47,31/3/2021 0:00
446,180,15005519.47,30/4/2021 0:00
447,180,15005519.47,31/5/2021 0:00
448,180,15005519.47,30/6/2021 0:00
449,180,15005519.47,31/7/2021 0:00
450,180,15005519.47,31/8/2021 0:00
451,180,15005519.47,30/9/2021 0:00
452,180,15005519.47,31/10/2021 0:00
453,180,15005519.47,30/11/2021 0:00
454,180,15005519.47,31/12/2021 0:00
455,180,15005519.47,31/1/2022 0:00
456,180,15005519.47,28/2/2022 0:00
457,180,15005519.47,31/3/2022 0:00
458,180,15005519.47,30/4/2022 0:00
459,180,15005519.47,31/5/2022 0:00
460,180,15005519.47,30/6/2022 0:00
461,180,15005519.47,31/7/2022 0:00
462,180,15005519.47,31/8/2022 0:00
463,180,15005519.47,30/9/2022 0:00
464,147,7062918.8,31/1/2020 0:00
465,147,7062918.8,29/2/2020 0:00
466,147,7261221.576,31/3/2020 0:00
467,147,7261221.576,30/4/2020 0:00
468,147,7261221.576,31/5/2020 0:00
469,147,7261221.576,30/6/2020 0:00
470,147,7261221.576,31/7/2020 0:00
471,147,7465064.474,31/8/2020 0:00
472,147,7465064.474,30/9/2020 0:00
473,147,7666655.556,31/10/2020 0:00
474,147,7666655.556,30/11/2020 0:00
475,147,7666655.556,31/12/2020 0:00
476,147,7666655.556,31/1/2021 0:00
477,147,7605963.526,28/2/2021 0:00
478,147,7591853.598,31/3/2021 0:00
479,147,7591853.598,30/4/2021 0:00
480,147,7591853.598,31/5/2021 0:00
481,147,7591853.598,30/6/2021 0:00
482,147,7591853.598,31/7/2021 0:00
483,147,10122005.91,31/8/2021 0:00
484,147,10122005.91,30/9/2021 0:00
485,147,10122005.91,31/10/2021 0:00
486,147,10174347.57,30/11/2021 0:00
487,147,10174347.57,31/12/2021 0:00
488,147,10174347.57,31/1/2022 0:00
489,147,9656367.322,28/2/2022 0:00
490,147,10112940.6,31/3/2022 0:00
491,147,10112940.6,30/4/2022 0:00
492,147,10112940.6,31/5/2022 0:00
493,147,10112940.6,30/6/2022 0:00
494,147,10112940.6,31/7/2022 0:00
495,147,9866053.96,31/8/2022 0:00
496,147,9866053.96,30/9/2022 0:00
497,107,5157824000,31/1/2020 0:00
498,107,5157824000,29/2/2020 0:00
499,107,5305376460,31/3/2020 0:00
500,107,5305376460,30/4/2020 0:00
501,107,5305376460,31/5/2020 0:00
502,107,5305376460,30/6/2020 0:00
503,107,5305376460,31/7/2020 0:00
504,107,5489554777,31/8/2020 0:00
505,107,5489554777,30/9/2020 0:00
506,107,5489554777,31/10/2020 0:00
507,107,5794471409,30/11/2020 0:00
508,107,5794471409,31/12/2020 0:00
509,107,5794471409,31/1/2021 0:00
510,107,5794471409,28/2/2021 0:00
511,107,6668770662,31/3/2021 0:00
512,107,6668770662,30/4/2021 0:00
513,107,6668770662,31/5/2021 0:00
514,107,6668770662,30/6/2021 0:00
515,107,6668770662,31/7/2021 0:00
516,107,6927230018,31/8/2021 0:00
517,107,6927230018,30/9/2021 0:00
518,107,6927230018,31/10/2021 0:00
519,107,6927230018,30/11/2021 0:00
520,107,6927230018,31/12/2021 0:00
521,107,6927230018,31/1/2022 0:00
522,107,7670046267,28/2/2022 0:00
523,107,7970168282,31/3/2022 0:00
524,107,7970168282,30/4/2022 0:00
525,107,7970168282,31/5/2022 0:00
526,107,7970168282,30/6/2022 0:00
527,107,7970168282,31/7/2022 0:00
528,107,9968974829,31/8/2022 0:00
529,107,9968974829,30/9/2022 0:00
530,20,11904691.2,31/7/2020 0:00
531,20,11904691.2,31/8/2020 0:00
532,20,11904691.2,30/9/2020 0:00
533,20,11904691.2,31/10/2020 0:00
534,20,11904691.2,30/11/2020 0:00
535,20,11904691.2,31/12/2020 0:00
536,20,11904691.2,31/1/2021 0:00
537,20,11904691.2,28/2/2021 0:00
538,20,11904691.2,31/3/2021 0:00
539,20,11904691.2,30/4/2021 0:00
540,20,11904691.2,31/5/2021 0:00
541,20,11904691.2,30/6/2021 0:00
542,20,11904691.2,31/7/2021 0:00
543,20,11904691.2,31/8/2021 0:00
544,20,11904691.2,30/9/2021 0:00
545,20,11904691.2,31/10/2021 0:00
546,20,11904691.2,30/11/2021 0:00
547,20,14787748.68,31/12/2021 0:00
548,20,14787748.68,31/1/2022 0:00
549,20,14787748.68,28/2/2022 0:00
550,20,13259970,31/3/2022 0:00
551,20,13259970,30/4/2022 0:00
552,20,13259970,31/5/2022 0:00
553,20,13259970,30/6/2022 0:00
554,20,13259970,31/7/2022 0:00
555,20,13259970,31/8/2022 0:00
556,20,13259970,30/9/2022 0:00
557,85,31000000,30/6/2020 0:00
558,85,44600000,31/7/2020 0:00
559,85,44600000,31/8/2020 0:00
560,85,44600000,30/9/2020 0:00
561,85,27400000,31/10/2020 0:00
562,85,26433138,30/11/2020 0:00
563,85,25555945,31/12/2020 0:00
564,85,30425945,31/1/2021 0:00
565,85,41540128.87,28/2/2021 0:00
566,85,38000083.1,31/3/2021 0:00
567,85,38000083.1,30/4/2021 0:00
568,85,37299303.1,31/5/2021 0:00
569,85,37299303.1,30/6/2021 0:00
570,85,37299303.1,31/7/2021 0:00
571,85,42398734.28,31/8/2021 0:00
572,85,42398734.28,30/9/2021 0:00
573,85,34879241.28,31/10/2021 0:00
574,85,36805258.84,30/11/2021 0:00
575,85,36805258.84,31/12/2021 0:00
576,85,39305258.84,31/1/2022 0:00
577,85,53804275.87,28/2/2022 0:00
578,85,64694551,31/3/2022 0:00
579,85,32347275.5,30/4/2022 0:00
580,85,31747860.5,31/5/2022 0:00
581,85,31747860.5,30/6/2022 0:00
582,85,44179628.77,31/7/2022 0:00
583,85,43537815.77,31/8/2022 0:00
584,85,43537815.77,30/9/2022 0:00
585,63,6884178.14,31/3/2020 0:00
586,63,6884178.14,30/4/2020 0:00
587,63,6884178.14,31/5/2020 0:00
588,63,6884178.14,30/6/2020 0:00
589,63,6884178.14,31/7/2020 0:00
590,63,11301280.09,31/8/2020 0:00
591,63,14801280.09,30/9/2020 0:00
592,63,14801280.09,31/10/2020 0:00
593,63,16728145.22,30/11/2020 0:00
594,63,25918145.22,31/12/2020 0:00
595,63,25918145.22,31/1/2021 0:00
596,63,25918145.22,28/2/2021 0:00
597,63,46068256.94,31/3/2021 0:00
598,63,55718256.94,30/4/2021 0:00
599,63,55718256.94,31/5/2021 0:00
600,63,55718256.94,30/6/2021 0:00
601,63,55718256.94,31/7/2021 0:00
602,63,66551901.77,31/8/2021 0:00
603,63,66512617.62,30/9/2021 0:00
604,63,66504233.81,31/10/2021 0:00
605,63,79595077.83,30/11/2021 0:00
606,63,79595077.83,31/12/2021 0:00
607,63,79595077.83,31/1/2022 0:00
608,63,79595077.83,28/2/2022 0:00
609,63,91837452.27,31/3/2022 0:00
610,63,91837452.27,30/4/2022 0:00
611,63,91837452.27,31/5/2022 0:00
612,63,92987452.27,30/6/2022 0:00
613,63,92987452.27,31/7/2022 0:00
614,63,77529347.62,31/8/2022 0:00
615,63,77529347.62,30/9/2022 0:00
616,70,36332788,31/1/2020 0:00
617,70,36332788,29/2/2020 0:00
618,70,34219787,31/3/2020 0:00
619,70,34219787,30/4/2020 0:00
620,70,34219787,31/5/2020 0:00
621,70,34219787,30/6/2020 0:00
622,70,34219787,31/7/2020 0:00
623,70,34219787,31/8/2020 0:00
624,70,34219787,30/9/2020 0:00
625,70,34219787,31/10/2020 0:00
626,70,34219787,30/11/2020 0:00
627,70,29363506,31/12/2020 0:00
628,70,29363506,31/1/2021 0:00
629,70,29363506,28/2/2021 0:00
630,70,25630692,31/3/2021 0:00
631,70,25630692,30/4/2021 0:00
632,70,25630692,31/5/2021 0:00
633,70,25630692,30/6/2021 0:00
634,70,25630692,31/7/2021 0:00
635,70,24233839.55,31/8/2021 0:00
636,70,22949737.24,30/9/2021 0:00
637,70,22123632.24,31/10/2021 0:00
638,70,22123632.24,30/11/2021 0:00
639,70,27357613,31/12/2021 0:00
640,70,26578472,31/1/2022 0:00
641,70,26578472,28/2/2022 0:00
642,70,25790396.72,31/3/2022 0:00
643,70,25790396.72,30/4/2022 0:00
644,70,25790396.72,31/5/2022 0:00
645,70,25790396.72,30/6/2022 0:00
646,70,25790396.72,31/7/2022 0:00
647,70,25790396.72,31/8/2022 0:00
648,70,25790396.72,30/9/2022 0:00
649,87,4442603965,31/1/2020 0:00
650,87,4442603965,29/2/2020 0:00
651,87,3777569498,31/3/2020 0:00
652,87,3777569498,30/4/2020 0:00
653,87,3777569498,31/5/2020 0:00
654,87,3777569498,30/6/2020 0:00
655,87,3777569498,31/7/2020 0:00
656,87,3777569498,31/8/2020 0:00
657,87,3657569498,30/9/2020 0:00
658,87,3657569498,31/10/2020 0:00
659,87,3657569498,30/11/2020 0:00
660,87,3657569498,31/12/2020 0:00
661,87,3657569498,31/1/2021 0:00
662,87,3657569498,28/2/2021 0:00
663,87,4162217449,31/3/2021 0:00
664,87,4162217449,30/4/2021 0:00
665,87,4162217449,31/5/2021 0:00
666,87,4162217449,30/6/2021 0:00
667,87,4162217449,31/7/2021 0:00
668,87,4162217449,31/8/2021 0:00
669,87,4162217449,30/9/2021 0:00
670,87,4162217449,31/10/2021 0:00
671,87,4162217449,30/11/2021 0:00
672,87,4162217449,31/12/2021 0:00
673,87,4162217449,31/1/2022 0:00
674,87,4162217449,28/2/2022 0:00
675,87,2748600000,31/3/2022 0:00
676,87,786300000,30/4/2022 0:00
677,87,786300000,31/5/2022 0:00
678,87,786300000,30/6/2022 0:00
679,42,566094774,31/1/2020 0:00
680,42,566094774,29/2/2020 0:00
681,42,585028022,31/3/2020 0:00
682,42,585028022,30/4/2020 0:00
683,42,585028022,31/5/2020 0:00
684,42,585028022,30/6/2020 0:00
685,42,585028022,31/7/2020 0:00
686,42,585028022,31/8/2020 0:00
687,42,585028022,30/9/2020 0:00
688,42,585028022,31/10/2020 0:00
689,42,585028022,30/11/2020 0:00
690,42,585028022,31/12/2020 0:00
