transactionId,instrumentId,quantity,transactionDate,transactionAmount,transactionType,transactionCurrency,isCancelled,createdAt,modifiedAt
24,1,-43.0,2022-06-01,21668898.31,SELL,USD,False,2022-06-01 00:00:00,2022-06-01 00:00:00
25,1,62.0,2022-09-01,-28691924.18,BUY,USD,False,2022-09-01 00:00:00,2022-09-01 00:00:00
26,2,26.0,2020-08-13,-3127358.68,BUY,USD,False,2020-08-13 00:00:00,2020-08-13 00:00:00
27,2,1.0,2020-09-11,-116972.48,BUY,USD,False,2020-09-11 00:00:00,2020-09-11 00:00:00
28,2,13.0,2020-09-17,-1477605.25,BUY,USD,False,2020-09-17 00:00:00,2020-09-17 00:00:00
29,2,31.0,2020-10-17,-3489311.27,BUY,USD,False,2020-10-17 00:00:00,2020-10-17 00:00:00
30,2,-47.0,2020-12-05,4875324.85,SELL,USD,False,2020-12-05 00:00:00,2020-12-05 00:00:00
31,2,21.0,2021-01-16,-2271031.81,BUY,USD,False,2021-01-16 00:00:00,2021-01-16 00:00:00
32,2,23.0,2021-01-21,-2411178.09,BUY,USD,False,2021-01-21 00:00:00,2021-01-21 00:00:00
33,2,-19.0,2021-02-22,1928942.47,SELL,USD,False,2021-02-22 00:00:00,2021-02-22 00:00:00
34,2,38.0,2021-09-14,-4486887.92,BUY,USD,False,2021-09-14 00:00:00,2021-09-14 00:00:00
35,2,-14.0,2021-11-07,1436775.23,SELL,USD,False,2021-11-07 00:00:00,2021-11-07 00:00:00
36,2,-57.0,2021-11-14,6038428.61,SELL,USD,False,2021-11-14 00:00:00,2021-11-14 00:00:00
37,2,37.0,2021-11-16,-4205491.85,BUY,USD,False,2021-11-16 00:00:00,2021-11-16 00:00:00
38,2,-21.0,2021-11-25,2340553.19,SELL,USD,False,2021-11-25 00:00:00,2021-11-25 00:00:00
39,2,-10.0,2021-12-07,1015232.88,SELL,USD,False,2021-12-07 00:00:00,2021-12-07 00:00:00
40,2,18.0,2022-04-12,-2212456.59,BUY,USD,False,2022-04-12 00:00:00,2022-04-12 00:00:00
41,2,-19.0,2022-04-24,2288663.43,SELL,USD,False,2022-04-24 00:00:00,2022-04-24 00:00:00
42,2,42.0,2022-06-17,-4852654.8,BUY,USD,False,2022-06-17 00:00:00,2022-06-17 00:00:00
43,2,1.0,2022-07-08,-111851.97,BUY,USD,False,2022-07-08 00:00:00,2022-07-08 00:00:00
44,3,17.0,2020-02-15,-178844136.1,BUY,USD,False,2020-02-15 00:00:00,2020-02-15 00:00:00
45,3,43.0,2020-04-14,-382741315.17,BUY,USD,False,2020-04-14 00:00:00,2020-04-14 00:00:00
46,3,-34.0,2020-04-27,280005926.29,SELL,USD,False,2020-04-27 00:00:00,2020-04-27 00:00:00
47,3,29.0,2020-05-24,-255715453.78,BUY,USD,False,2020-05-24 00:00:00,2020-05-24 00:00:00
48,3,12.0,2020-08-06,-92685110.15,BUY,USD,False,2020-08-06 00:00:00,2020-08-06 00:00:00
49,3,-11.0,2020-08-27,82278360.94,SELL,USD,False,2020-08-27 00:00:00,2020-08-27 00:00:00
50,3,-4.0,2020-09-02,29268982.15,SELL,USD,False,2020-09-02 00:00:00,2020-09-02 00:00:00
51,3,32.0,2020-09-26,-260168730.24,BUY,USD,False,2020-09-26 00:00:00,2020-09-26 00:00:00
52,3,-31.0,2020-10-09,231875380.83,SELL,USD,False,2020-10-09 00:00:00,2020-10-09 00:00:00
53,3,-35.0,2020-10-23,293096335.16,SELL,USD,False,2020-10-23 00:00:00,2020-10-23 00:00:00
54,3,54.0,2021-01-07,-452205774.25,BUY,USD,False,2021-01-07 00:00:00,2021-01-07 00:00:00
55,3,-36.0,2021-01-10,310251210.81,SELL,USD,False,2021-01-10 00:00:00,2021-01-10 00:00:00
56,3,-24.0,2021-01-27,181467689.34,SELL,USD,False,2021-01-27 00:00:00,2021-01-27 00:00:00
57,3,66.0,2021-03-31,-626562722.27,BUY,USD,False,2021-03-31 00:00:00,2021-03-31 00:00:00
58,3,-6.0,2021-05-23,52701537.39,SELL,USD,False,2021-05-23 00:00:00,2021-05-23 00:00:00
59,3,-61.0,2021-06-04,573683738.63,SELL,USD,False,2021-06-04 00:00:00,2021-06-04 00:00:00
60,3,6.0,2021-06-11,-52701537.39,BUY,USD,False,2021-06-11 00:00:00,2021-06-11 00:00:00
61,3,30.0,2021-07-08,-266169380.75,BUY,USD,False,2021-07-08 00:00:00,2021-07-08 00:00:00
62,3,-36.0,2021-07-19,287462931.2,SELL,USD,False,2021-07-19 00:00:00,2021-07-19 00:00:00
63,3,23.0,2021-07-19,-187738136.55,BUY,USD,False,2021-07-19 00:00:00,2021-07-19 00:00:00
64,3,-15.0,2021-07-28,126430455.85,SELL,USD,False,2021-07-28 00:00:00,2021-07-28 00:00:00
65,3,26.0,2021-11-19,-223759726.08,BUY,USD,False,2021-11-19 00:00:00,2021-11-19 00:00:00
66,3,3.0,2022-01-12,-27415446.22,BUY,USD,False,2022-01-12 00:00:00,2022-01-12 00:00:00
67,3,16.0,2022-01-25,-143376573.09,BUY,USD,False,2022-01-25 00:00:00,2022-01-25 00:00:00
68,3,-32.0,2022-02-01,289592286.25,SELL,USD,False,2022-02-01 00:00:00,2022-02-01 00:00:00
69,3,48.0,2022-04-08,-416430596.97,BUY,USD,False,2022-04-08 00:00:00,2022-04-08 00:00:00
70,3,-63.0,2022-04-11,614885803.33,SELL,USD,False,2022-04-11 00:00:00,2022-04-11 00:00:00
71,3,47.0,2022-06-13,-441734539.49,BUY,USD,False,2022-06-13 00:00:00,2022-06-13 00:00:00
72,4,26.0,2020-04-21,-11061497.44,BUY,USD,False,2020-04-21 00:00:00,2020-04-21 00:00:00
73,4,28.0,2020-05-17,-12490652.82,BUY,USD,False,2020-05-17 00:00:00,2020-05-17 00:00:00
74,4,-6.0,2020-05-17,2552653.25,SELL,USD,False,2020-05-17 00:00:00,2020-05-17 00:00:00
75,4,-11.0,2020-05-24,4543557.57,SELL,USD,False,2020-05-24 00:00:00,2020-05-24 00:00:00
76,4,47.0,2020-05-27,-20772319.12,BUY,USD,False,2020-05-27 00:00:00,2020-05-27 00:00:00
77,4,-65.0,2020-05-31,27116777.7,SELL,USD,False,2020-05-31 00:00:00,2020-05-31 00:00:00
78,4,39.0,2020-06-04,-15464617.78,BUY,USD,False,2020-06-04 00:00:00,2020-06-04 00:00:00
79,4,28.0,2020-07-18,-10987148.31,BUY,USD,False,2020-07-18 00:00:00,2020-07-18 00:00:00
80,4,-56.0,2020-08-25,22899530.17,SELL,USD,False,2020-08-25 00:00:00,2020-08-25 00:00:00
81,4,58.0,2020-09-27,-35788893.79,BUY,USD,False,2020-09-27 00:00:00,2020-09-27 00:00:00
82,4,-65.0,2020-12-03,61325380.38,SELL,USD,False,2020-12-03 00:00:00,2020-12-03 00:00:00
83,4,65.0,2020-12-09,-59368187.39,BUY,USD,False,2020-12-09 00:00:00,2020-12-09 00:00:00
84,4,-39.0,2021-01-14,64287367.41,SELL,USD,False,2021-01-14 00:00:00,2021-01-14 00:00:00
85,4,40.0,2021-01-17,-67179832.41,BUY,USD,False,2021-01-17 00:00:00,2021-01-17 00:00:00
86,4,-22.0,2021-01-21,32843473.62,SELL,USD,False,2021-01-21 00:00:00,2021-01-21 00:00:00
87,4,2.0,2021-02-16,-3358991.62,BUY,USD,False,2021-02-16 00:00:00,2021-02-16 00:00:00
88,4,-43.0,2021-02-18,63525373.94,SELL,USD,False,2021-02-18 00:00:00,2021-02-18 00:00:00
89,4,33.0,2021-03-02,-55936541.02,BUY,USD,False,2021-03-02 00:00:00,2021-03-02 00:00:00
90,4,-48.0,2021-03-18,70912045.33,SELL,USD,False,2021-03-18 00:00:00,2021-03-18 00:00:00
91,4,13.0,2021-04-07,-38807899.64,BUY,USD,False,2021-04-07 00:00:00,2021-04-07 00:00:00
92,4,62.0,2021-04-12,-162805220.02,BUY,USD,False,2021-04-12 00:00:00,2021-04-12 00:00:00
93,4,-61.0,2021-06-06,183535938.35,SELL,USD,False,2021-06-06 00:00:00,2021-06-06 00:00:00
94,4,46.0,2021-12-06,-235060183.81,BUY,USD,False,2021-12-06 00:00:00,2021-12-06 00:00:00
95,4,8.0,2022-01-02,-40880031.97,BUY,USD,False,2022-01-02 00:00:00,2022-01-02 00:00:00
96,4,-9.0,2022-08-07,49711091.99,SELL,USD,False,2022-08-07 00:00:00,2022-08-07 00:00:00
97,5,43.0,2020-07-29,-6579000.0,BUY,USD,False,2020-07-29 00:00:00,2020-07-29 00:00:00
98,5,16.0,2021-06-19,-2729677.65,BUY,USD,False,2021-06-19 00:00:00,2021-06-19 00:00:00
99,5,24.0,2021-09-08,-3577732.85,BUY,USD,False,2021-09-08 00:00:00,2021-09-08 00:00:00
100,5,-58.0,2022-01-23,15001994.28,SELL,USD,False,2022-01-23 00:00:00,2022-01-23 00:00:00
101,5,15.0,2022-04-02,-1623564.95,BUY,USD,False,2022-04-02 00:00:00,2022-04-02 00:00:00
102,5,49.0,2022-05-20,-5478490.97,BUY,USD,False,2022-05-20 00:00:00,2022-05-20 00:00:00
103,5,-17.0,2022-06-13,1840040.28,SELL,USD,False,2022-06-13 00:00:00,2022-06-13 00:00:00
104,5,-28.0,2022-06-26,3630124.72,SELL,USD,False,2022-06-26 00:00:00,2022-06-26 00:00:00
105,5,-13.0,2022-07-18,1592639.91,SELL,USD,False,2022-07-18 00:00:00,2022-07-18 00:00:00
106,5,39.0,2022-08-17,-4592369.44,BUY,USD,False,2022-08-17 00:00:00,2022-08-17 00:00:00
107,6,13.0,2020-11-07,-3248435.19,BUY,USD,False,2020-11-07 00:00:00,2020-11-07 00:00:00
108,6,73.0,2021-06-08,-18843913.98,BUY,USD,False,2021-06-08 00:00:00,2021-06-08 00:00:00
109,6,-62.0,2021-08-19,9650486.84,SELL,USD,False,2021-08-19 00:00:00,2021-08-19 00:00:00
110,6,1.0,2022-03-19,-288497.27,BUY,USD,False,2022-03-19 00:00:00,2022-03-19 00:00:00
111,6,55.0,2022-07-22,-12571274.63,BUY,USD,False,2022-07-22 00:00:00,2022-07-22 00:00:00
112,6,8.0,2022-09-08,-2005505.4,BUY,USD,False,2022-09-08 00:00:00,2022-09-08 00:00:00
113,7,87.0,2020-02-13,-4294375.54,BUY,USD,False,2020-02-13 00:00:00,2020-02-13 00:00:00
114,7,-31.0,2020-03-19,1388496.48,SELL,USD,False,2020-03-19 00:00:00,2020-03-19 00:00:00
115,7,-9.0,2020-08-14,627978.86,SELL,USD,False,2020-08-14 00:00:00,2020-08-14 00:00:00
116,7,25.0,2022-03-01,-4774711.9,BUY,USD,False,2022-03-01 00:00:00,2022-03-01 00:00:00
117,7,-57.0,2022-06-13,14734479.57,SELL,USD,False,2022-06-13 00:00:00,2022-06-13 00:00:00
118,8,70.0,2020-03-28,-4561073245.05,BUY,USD,False,2020-03-28 00:00:00,2020-03-28 00:00:00
119,8,-47.0,2020-06-08,2960467216.56,SELL,USD,False,2020-06-08 00:00:00,2020-06-08 00:00:00
120,8,-6.0,2020-07-10,333469398.61,SELL,USD,False,2020-07-10 00:00:00,2020-07-10 00:00:00
121,8,44.0,2020-10-04,-2656607873.77,BUY,USD,False,2020-10-04 00:00:00,2020-10-04 00:00:00
122,8,-26.0,2021-02-21,1583205552.5,SELL,USD,False,2021-02-21 00:00:00,2021-02-21 00:00:00
123,8,17.0,2021-03-30,-1045422097.5,BUY,USD,False,2021-03-30 00:00:00,2021-03-30 00:00:00
124,8,-20.0,2021-08-30,1462375200.0,SELL,USD,False,2021-08-30 00:00:00,2021-08-30 00:00:00
125,8,25.0,2021-12-17,-1874017406.25,BUY,USD,False,2021-12-17 00:00:00,2021-12-17 00:00:00
126,8,-9.0,2022-01-10,668096302.5,SELL,USD,False,2022-01-10 00:00:00,2022-01-10 00:00:00
127,8,15.0,2022-02-19,-1123430962.5,BUY,USD,False,2022-02-19 00:00:00,2022-02-19 00:00:00
128,8,-6.0,2022-03-04,490641277.5,SELL,USD,False,2022-03-04 00:00:00,2022-03-04 00:00:00
129,8,-34.0,2022-03-27,2598411750.0,SELL,USD,False,2022-03-27 00:00:00,2022-03-27 00:00:00
130,8,16.0,2022-05-17,-1421174700.0,BUY,USD,False,2022-05-17 00:00:00,2022-05-17 00:00:00
131,8,43.0,2022-05-22,-3433962262.5,BUY,USD,False,2022-05-22 00:00:00,2022-05-22 00:00:00
132,9,31.0,2020-07-02,-4997799.24,BUY,USD,False,2020-07-02 00:00:00,2020-07-02 00:00:00
133,9,43.0,2020-07-12,-6790953.01,BUY,USD,False,2020-07-12 00:00:00,2020-07-12 00:00:00
134,9,-8.0,2020-09-03,1210790.07,SELL,USD,False,2020-09-03 00:00:00,2020-09-03 00:00:00
135,9,8.0,2021-01-18,-1467046.54,BUY,USD,False,2021-01-18 00:00:00,2021-01-18 00:00:00
136,9,-44.0,2021-03-16,10298486.17,SELL,USD,False,2021-03-16 00:00:00,2021-03-16 00:00:00
137,9,16.0,2021-08-06,-6771013.18,BUY,USD,False,2021-08-06 00:00:00,2021-08-06 00:00:00
138,9,6.0,2021-12-08,-322483.95,BUY,USD,False,2021-12-08 00:00:00,2021-12-08 00:00:00
139,9,-32.0,2022-02-20,2044787.1,SELL,USD,False,2022-02-20 00:00:00,2022-02-20 00:00:00
140,9,66.0,2022-04-01,-4177958.68,BUY,USD,False,2022-04-01 00:00:00,2022-04-01 00:00:00
141,10,75.0,2020-07-13,-21035700.0,BUY,USD,False,2020-07-13 00:00:00,2020-07-13 00:00:00
142,10,-46.0,2020-07-27,13023612.0,SELL,USD,False,2020-07-27 00:00:00,2020-07-27 00:00:00
143,10,11.0,2020-08-07,-3027024.0,BUY,USD,False,2020-08-07 00:00:00,2020-08-07 00:00:00
144,10,42.0,2020-08-13,-10779804.0,BUY,USD,False,2020-08-13 00:00:00,2020-08-13 00:00:00
145,10,-62.0,2020-08-21,16077096.0,SELL,USD,False,2020-08-21 00:00:00,2020-08-21 00:00:00
146,10,17.0,2020-08-23,-4138344.0,BUY,USD,False,2020-08-23 00:00:00,2020-08-23 00:00:00
147,10,-18.0,2020-10-02,6855030.0,SELL,USD,False,2020-10-02 00:00:00,2020-10-02 00:00:00
148,10,22.0,2020-10-29,-9099090.0,BUY,USD,False,2020-10-29 00:00:00,2020-10-29 00:00:00
149,10,8.0,2020-12-04,-2981160.0,BUY,USD,False,2020-12-04 00:00:00,2020-12-04 00:00:00
150,10,-16.0,2020-12-29,6879600.0,SELL,USD,False,2020-12-29 00:00:00,2020-12-29 00:00:00
151,10,-22.0,2020-12-29,8558550.0,SELL,USD,False,2020-12-29 00:00:00,2020-12-29 00:00:00
152,10,24.0,2021-01-12,-7678080.0,BUY,USD,False,2021-01-12 00:00:00,2021-01-12 00:00:00
153,10,48.0,2021-01-31,-20711808.0,BUY,USD,False,2021-01-31 00:00:00,2021-01-31 00:00:00
154,10,-60.0,2021-02-04,28191072.0,SELL,USD,False,2021-02-04 00:00:00,2021-02-04 00:00:00
155,10,-8.0,2021-02-12,3835520.0,SELL,USD,False,2021-02-12 00:00:00,2021-02-12 00:00:00
156,10,2.0,2021-03-03,-963141.54,BUY,USD,False,2021-03-03 00:00:00,2021-03-03 00:00:00
157,10,68.0,2021-03-08,-28805066.44,BUY,USD,False,2021-03-08 00:00:00,2021-03-08 00:00:00
158,10,-7.0,2021-04-02,4643610.15,SELL,USD,False,2021-04-02 00:00:00,2021-04-02 00:00:00
159,10,-39.0,2021-04-04,27798146.5,SELL,USD,False,2021-04-04 00:00:00,2021-04-04 00:00:00
160,10,-17.0,2021-07-15,13377612.44,SELL,USD,False,2021-07-15 00:00:00,2021-07-15 00:00:00
161,10,26.0,2021-08-10,-21539603.26,BUY,USD,False,2021-08-10 00:00:00,2021-08-10 00:00:00
162,10,7.0,2021-10-03,-6590694.37,BUY,USD,False,2021-10-03 00:00:00,2021-10-03 00:00:00
163,10,-12.0,2021-11-09,12106173.21,SELL,USD,False,2021-11-09 00:00:00,2021-11-09 00:00:00
164,10,39.0,2021-11-10,-40131964.18,BUY,USD,False,2021-11-10 00:00:00,2021-11-10 00:00:00
165,10,-1.0,2021-12-20,870800.94,SELL,USD,False,2021-12-20 00:00:00,2021-12-20 00:00:00
166,10,-55.0,2022-01-09,55069032.17,SELL,USD,False,2022-01-09 00:00:00,2022-01-09 00:00:00
167,10,1.0,2022-01-31,-1177414.71,BUY,USD,False,2022-01-31 00:00:00,2022-01-31 00:00:00
168,10,9.0,2022-02-04,-10696701.54,BUY,USD,False,2022-02-04 00:00:00,2022-02-04 00:00:00
169,10,-4.0,2022-02-12,4665228.08,SELL,USD,False,2022-02-12 00:00:00,2022-02-12 00:00:00
170,10,7.0,2022-03-19,-8230419.7,BUY,USD,False,2022-03-19 00:00:00,2022-03-19 00:00:00
171,10,48.0,2022-03-31,-62330897.44,BUY,USD,False,2022-03-31 00:00:00,2022-03-31 00:00:00
172,10,-65.0,2022-04-25,81063594.96,SELL,USD,False,2022-04-25 00:00:00,2022-04-25 00:00:00
173,10,21.0,2022-05-11,-37097685.03,BUY,USD,False,2022-05-11 00:00:00,2022-05-11 00:00:00
174,10,26.0,2022-05-17,-45930467.18,BUY,USD,False,2022-05-17 00:00:00,2022-05-17 00:00:00
175,10,-36.0,2022-05-20,60508845.48,SELL,USD,False,2022-05-20 00:00:00,2022-05-20 00:00:00
176,10,38.0,2022-05-25,-58656533.89,BUY,USD,False,2022-05-25 00:00:00,2022-05-25 00:00:00
177,10,-23.0,2022-07-19,40876903.96,SELL,USD,False,2022-07-19 00:00:00,2022-07-19 00:00:00
178,10,-37.0,2022-07-20,79640847.19,SELL,USD,False,2022-07-20 00:00:00,2022-07-20 00:00:00
179,10,2.0,2022-08-16,-3605636.36,BUY,USD,False,2022-08-16 00:00:00,2022-08-16 00:00:00
180,10,45.0,2022-08-25,-69859204.56,BUY,USD,False,2022-08-25 00:00:00,2022-08-25 00:00:00
181,10,21.0,2022-09-12,-36807537.89,BUY,USD,False,2022-09-12 00:00:00,2022-09-12 00:00:00
182,11,86.0,2020-04-01,-7147594.22,BUY,USD,False,2020-04-01 00:00:00,2020-04-01 00:00:00
183,11,-66.0,2020-05-22,11251896.83,SELL,USD,False,2020-05-22 00:00:00,2020-05-22 00:00:00
184,11,15.0,2020-05-28,-2291874.35,BUY,USD,False,2020-05-28 00:00:00,2020-05-28 00:00:00
185,11,-12.0,2020-06-08,2065099.42,SELL,USD,False,2020-06-08 00:00:00,2020-06-08 00:00:00
186,11,56.0,2020-06-20,-8376197.64,BUY,USD,False,2020-06-20 00:00:00,2020-06-20 00:00:00
187,11,-5.0,2020-07-19,868499.76,SELL,USD,False,2020-07-19 00:00:00,2020-07-19 00:00:00
188,11,-29.0,2020-07-30,4477598.74,SELL,USD,False,2020-07-30 00:00:00,2020-07-30 00:00:00
189,11,34.0,2020-09-16,-5841980.64,BUY,USD,False,2020-09-16 00:00:00,2020-09-16 00:00:00
190,11,-23.0,2020-10-24,3714812.4,SELL,USD,False,2020-10-24 00:00:00,2020-10-24 00:00:00
191,11,-42.0,2020-11-30,9795454.65,SELL,USD,False,2020-11-30 00:00:00,2020-11-30 00:00:00
192,11,15.0,2020-12-16,-3610026.98,BUY,USD,False,2020-12-16 00:00:00,2020-12-16 00:00:00
193,11,36.0,2021-01-03,-8075616.74,BUY,USD,False,2021-01-03 00:00:00,2021-01-03 00:00:00
194,11,-16.0,2021-01-19,3979289.41,SELL,USD,False,2021-01-19 00:00:00,2021-01-19 00:00:00
195,11,-4.0,2021-02-18,414765.95,SELL,USD,False,2021-02-18 00:00:00,2021-02-18 00:00:00
196,11,8.0,2021-03-01,-813424.49,BUY,USD,False,2021-03-01 00:00:00,2021-03-01 00:00:00
197,11,19.0,2021-03-08,-1912755.61,BUY,USD,False,2021-03-08 00:00:00,2021-03-08 00:00:00
198,11,-31.0,2021-03-10,3339268.61,SELL,USD,False,2021-03-10 00:00:00,2021-03-10 00:00:00
199,11,-7.0,2021-03-25,754028.4,SELL,USD,False,2021-03-25 00:00:00,2021-03-25 00:00:00
200,11,30.0,2021-04-03,-10238867.16,BUY,USD,False,2021-04-03 00:00:00,2021-04-03 00:00:00
201,11,-6.0,2021-04-26,2201906.92,SELL,USD,False,2021-04-26 00:00:00,2021-04-26 00:00:00
202,11,-13.0,2021-06-27,5500007.06,SELL,USD,False,2021-06-27 00:00:00,2021-06-27 00:00:00
203,11,-22.0,2021-06-30,9552894.74,SELL,USD,False,2021-06-30 00:00:00,2021-06-30 00:00:00
204,11,46.0,2021-07-27,-21184794.12,BUY,USD,False,2021-07-27 00:00:00,2021-07-27 00:00:00
205,11,7.0,2021-08-28,-1358717.05,BUY,USD,False,2021-08-28 00:00:00,2021-08-28 00:00:00
206,11,-33.0,2021-09-30,13764012.39,SELL,USD,False,2021-09-30 00:00:00,2021-09-30 00:00:00
207,11,-8.0,2021-10-15,3176310.55,SELL,USD,False,2021-10-15 00:00:00,2021-10-15 00:00:00
208,11,15.0,2021-11-05,-6436841.46,BUY,USD,False,2021-11-05 00:00:00,2021-11-05 00:00:00
209,11,7.0,2021-11-08,-3003859.35,BUY,USD,False,2021-11-08 00:00:00,2021-11-08 00:00:00
210,11,1.0,2021-11-14,-429122.76,BUY,USD,False,2021-11-14 00:00:00,2021-11-14 00:00:00
211,11,3.0,2021-11-25,-1130959.06,BUY,USD,False,2021-11-25 00:00:00,2021-11-25 00:00:00
212,11,18.0,2022-03-10,-9344788.73,BUY,USD,False,2022-03-10 00:00:00,2022-03-10 00:00:00
213,11,-38.0,2022-04-07,20345413.05,SELL,USD,False,2022-04-07 00:00:00,2022-04-07 00:00:00
214,11,-5.0,2022-04-17,2541824.6,SELL,USD,False,2022-04-17 00:00:00,2022-04-17 00:00:00
215,11,27.0,2022-05-11,-15332069.64,BUY,USD,False,2022-05-11 00:00:00,2022-05-11 00:00:00
216,11,-13.0,2022-05-13,7171190.25,SELL,USD,False,2022-05-13 00:00:00,2022-05-13 00:00:00
217,11,11.0,2022-05-21,-5889461.67,BUY,USD,False,2022-05-21 00:00:00,2022-05-21 00:00:00
218,11,-41.0,2022-05-23,19956027.15,SELL,USD,False,2022-05-23 00:00:00,2022-05-23 00:00:00
219,11,-3.0,2022-05-24,1687338.88,SELL,USD,False,2022-05-24 00:00:00,2022-05-24 00:00:00
220,11,35.0,2022-05-27,-17982056.99,BUY,USD,False,2022-05-27 00:00:00,2022-05-27 00:00:00
221,11,-35.0,2022-06-24,19685620.28,SELL,USD,False,2022-06-24 00:00:00,2022-06-24 00:00:00
222,11,59.0,2022-07-29,-34963164.42,BUY,USD,False,2022-07-29 00:00:00,2022-07-29 00:00:00
223,11,-55.0,2022-08-26,42723753.72,SELL,USD,False,2022-08-26 00:00:00,2022-08-26 00:00:00
224,12,47.0,2020-09-26,-5118298.1,BUY,USD,False,2020-09-26 00:00:00,2020-09-26 00:00:00
225,12,7.0,2020-11-19,-762299.72,BUY,USD,False,2020-11-19 00:00:00,2020-11-19 00:00:00
226,12,32.0,2021-01-05,-3379198.74,BUY,USD,False,2021-01-05 00:00:00,2021-01-05 00:00:00
227,12,-58.0,2021-02-20,6698997.51,SELL,USD,False,2021-02-20 00:00:00,2021-02-20 00:00:00
228,12,44.0,2021-04-10,-5081998.11,BUY,USD,False,2021-04-10 00:00:00,2021-04-10 00:00:00
229,12,-62.0,2021-05-28,6274397.67,SELL,USD,False,2021-05-28 00:00:00,2021-05-28 00:00:00
230,12,40.0,2021-07-25,-4531998.31,BUY,USD,False,2021-07-25 00:00:00,2021-07-25 00:00:00
231,12,39.0,2021-09-14,-4161298.45,BUY,USD,False,2021-09-14 00:00:00,2021-09-14 00:00:00
232,12,-29.0,2021-11-07,3349498.75,SELL,USD,False,2021-11-07 00:00:00,2021-11-07 00:00:00
233,12,-42.0,2021-11-14,4527598.32,SELL,USD,False,2021-11-14 00:00:00,2021-11-14 00:00:00
234,12,66.0,2021-11-29,-6679197.52,BUY,USD,False,2021-11-29 00:00:00,2021-11-29 00:00:00
235,12,-46.0,2021-12-08,4908198.17,SELL,USD,False,2021-12-08 00:00:00,2021-12-08 00:00:00
236,12,21.0,2021-12-19,-2125199.21,BUY,USD,False,2021-12-19 00:00:00,2021-12-19 00:00:00
237,12,-36.0,2021-12-24,3761998.6,SELL,USD,False,2021-12-24 00:00:00,2021-12-24 00:00:00
238,12,14.0,2021-12-26,-1570799.42,BUY,USD,False,2021-12-26 00:00:00,2021-12-26 00:00:00
239,12,22.0,2022-01-16,-2444199.09,BUY,USD,False,2022-01-16 00:00:00,2022-01-16 00:00:00
240,12,27.0,2022-02-27,-2880898.93,BUY,USD,False,2022-02-27 00:00:00,2022-02-27 00:00:00
241,12,-36.0,2022-03-04,4157998.45,SELL,USD,False,2022-03-04 00:00:00,2022-03-04 00:00:00
242,12,-17.0,2022-03-18,1701699.37,SELL,USD,False,2022-03-18 00:00:00,2022-03-18 00:00:00
243,12,29.0,2022-03-23,-3413298.73,BUY,USD,False,2022-03-23 00:00:00,2022-03-23 00:00:00
